Grain,HS2,Category,OriginYearMonth,TargetYearMonth,Horizon,Method,ActualEUR,ForecastEUR,APE,ResidualPct,RedSeaRegime
category,63,Made-ups / home textiles,2014-01,2014-02,1,last-month naive,6793429,8676866,0.27724393675123415,-0.21706420267409915,pre-Nov 2023
category,63,Made-ups / home textiles,2014-01,2014-03,2,seasonal-naive + trend,9114735,8046275.582580418,0.11722331120099286,0.1327893143173863,pre-Nov 2023
category,63,Made-ups / home textiles,2014-01,2014-03,2,seasonal-naive,9114735,7855322,0.1381732985105985,0.16032608211350216,pre-Nov 2023
category,63,Made-ups / home textiles,2014-01,2014-03,2,last-month naive,9114735,8676866,0.048039685191066994,0.05046395783915529,pre-Nov 2023
category,63,Made-ups / home textiles,2014-01,2014-04,3,seasonal-naive + trend,8776732,8403609.810519835,0.042512656132164574,0.044400227746543154,pre-Nov 2023
category,63,Made-ups / home textiles,2014-01,2014-04,3,seasonal-naive,8776732,8204176,0.06523567086245768,0.06978836143934504,pre-Nov 2023
category,63,Made-ups / home textiles,2014-01,2014-04,3,last-month naive,8776732,8676866,0.011378494865742739,0.011509455141983291,pre-Nov 2023
category,63,Made-ups / home textiles,2014-02,2014-03,1,seasonal-naive + trend,9114735,8030212.247219574,0.11898565924082558,0.13505530357008155,pre-Nov 2023
category,63,Made-ups / home textiles,2014-02,2014-03,1,seasonal-naive,9114735,7855322,0.1381732985105985,0.16032608211350216,pre-Nov 2023
category,63,Made-ups / home textiles,2014-02,2014-03,1,last-month naive,9114735,6793429,0.25467619190245244,0.3416987209257652,pre-Nov 2023
category,63,Made-ups / home textiles,2014-02,2014-04,2,seasonal-naive + trend,8776732,8386833.10417382,0.04442415420981072,0.04648940678599436,pre-Nov 2023
category,63,Made-ups / home textiles,2014-02,2014-04,2,seasonal-naive,8776732,8204176,0.06523567086245768,0.06978836143934504,pre-Nov 2023
category,63,Made-ups / home textiles,2014-02,2014-04,2,last-month naive,8776732,6793429,0.2259728336241781,0.29194431854664266,pre-Nov 2023
category,63,Made-ups / home textiles,2014-02,2014-05,3,seasonal-naive + trend,7949583,7199157.683518889,0.09439807301604507,0.10423793302917472,pre-Nov 2023
category,63,Made-ups / home textiles,2014-02,2014-05,3,seasonal-naive,7949583,7042367,0.11412120610603096,0.1288225961526856,pre-Nov 2023
category,63,Made-ups / home textiles,2014-02,2014-05,3,last-month naive,7949583,6793429,0.14543580462019204,0.17018710286072025,pre-Nov 2023
category,63,Made-ups / home textiles,2014-03,2014-04,1,seasonal-naive + trend,8776732,8566918.2431891,0.02390568115910339,0.02449115899730999,pre-Nov 2023
category,63,Made-ups / home textiles,2014-03,2014-04,1,seasonal-naive,8776732,8204176,0.06523567086245768,0.06978836143934504,pre-Nov 2023
category,63,Made-ups / home textiles,2014-03,2014-04,1,last-month naive,8776732,9114735,0.03851125908823466,-0.03708314065082528,pre-Nov 2023
category,63,Made-ups / home textiles,2014-03,2014-05,2,seasonal-naive + trend,7949583,7353740.622767343,0.07495265817498312,0.08102575380316185,pre-Nov 2023
category,63,Made-ups / home textiles,2014-03,2014-05,2,seasonal-naive,7949583,7042367,0.11412120610603096,0.1288225961526856,pre-Nov 2023
category,63,Made-ups / home textiles,2014-03,2014-05,2,last-month naive,7949583,9114735,0.14656768789004404,-0.1278316923092114,pre-Nov 2023
category,63,Made-ups / home textiles,2014-03,2014-06,3,seasonal-naive + trend,8381446,7611379.627359888,0.09187750808632691,0.10117303436975204,pre-Nov 2023
category,63,Made-ups / home textiles,2014-03,2014-06,3,seasonal-naive,8381446,7289097,0.13032942048424578,0.14986067547187257,pre-Nov 2023
category,63,Made-ups / home textiles,2014-03,2014-06,3,last-month naive,8381446,9114735,0.08748955729118818,-0.0804509401534987,pre-Nov 2023
category,63,Made-ups / home textiles,2014-04,2014-05,1,seasonal-naive + trend,7949583,7418266.716906125,0.06683574259101079,0.07162269885538262,pre-Nov 2023
category,63,Made-ups / home textiles,2014-04,2014-05,1,seasonal-naive,7949583,7042367,0.11412120610603096,0.1288225961526856,pre-Nov 2023
category,63,Made-ups / home textiles,2014-04,2014-05,1,last-month naive,7949583,8776732,0.104049357054326,-0.09424339264318428,pre-Nov 2023
category,63,Made-ups / home textiles,2014-04,2014-06,2,seasonal-naive + trend,8381446,7678166.39936548,0.08390910120216964,0.09159473291600435,pre-Nov 2023
category,63,Made-ups / home textiles,2014-04,2014-06,2,seasonal-naive,8381446,7289097,0.13032942048424578,0.14986067547187257,pre-Nov 2023
category,63,Made-ups / home textiles,2014-04,2014-06,2,last-month naive,8381446,8776732,0.04716202908185533,-0.045037948065407486,pre-Nov 2023
category,63,Made-ups / home textiles,2014-04,2014-07,3,seasonal-naive + trend,8393019,9476373.464295473,0.1290780426322725,-0.11432163035545957,pre-Nov 2023
category,63,Made-ups / home textiles,2014-04,2014-07,3,seasonal-naive,8393019,8996185,0.07186520130599014,-0.06704686486549576,pre-Nov 2023
category,63,Made-ups / home textiles,2014-04,2014-07,3,last-month naive,8393019,8776732,0.04571811406598746,-0.04371934793041419,pre-Nov 2023
category,63,Made-ups / home textiles,2014-05,2014-06,1,seasonal-naive + trend,8381446,7769799.6379334405,0.07297623370317717,0.07872099546562325,pre-Nov 2023
category,63,Made-ups / home textiles,2014-05,2014-06,1,seasonal-naive,8381446,7289097,0.13032942048424578,0.14986067547187257,pre-Nov 2023
category,63,Made-ups / home textiles,2014-05,2014-06,1,last-month naive,8381446,7949583,0.05152607318593951,0.05432523944966673,pre-Nov 2023
category,63,Made-ups / home textiles,2014-05,2014-07,2,seasonal-naive + trend,8393019,9589466.974548733,0.1425527542054573,-0.12476689035211325,pre-Nov 2023
category,63,Made-ups / home textiles,2014-05,2014-07,2,seasonal-naive,8393019,8996185,0.07186520130599014,-0.06704686486549576,pre-Nov 2023
category,63,Made-ups / home textiles,2014-05,2014-07,2,last-month naive,8393019,7949583,0.05283390875202355,0.05578103908091783,pre-Nov 2023
category,63,Made-ups / home textiles,2014-05,2014-08,3,seasonal-naive + trend,8918205,9630993.117566857,0.07992506536537985,-0.07400982524499342,pre-Nov 2023
category,63,Made-ups / home textiles,2014-05,2014-08,3,seasonal-naive,8918205,9035142,0.013112167751245907,-0.01294246399226487,pre-Nov 2023
category,63,Made-ups / home textiles,2014-05,2014-08,3,last-month naive,8918205,7949583,0.10861176660549965,0.12184563643149585,pre-Nov 2023
category,63,Made-ups / home textiles,2014-06,2014-07,1,seasonal-naive + trend,8393019,9759428.198958008,0.1628030627546545,-0.14000914511609358,pre-Nov 2023
category,63,Made-ups / home textiles,2014-06,2014-07,1,seasonal-naive,8393019,8996185,0.07186520130599014,-0.06704686486549576,pre-Nov 2023
category,63,Made-ups / home textiles,2014-06,2014-07,1,last-month naive,8393019,8381446,0.0013788840463723482,0.0013807879929071906,pre-Nov 2023
category,63,Made-ups / home textiles,2014-06,2014-08,2,seasonal-naive + trend,8918205,9801690.3405599,0.09906537700803018,-0.09013601836654561,pre-Nov 2023
category,63,Made-ups / home textiles,2014-06,2014-08,2,seasonal-naive,8918205,9035142,0.013112167751245907,-0.01294246399226487,pre-Nov 2023
category,63,Made-ups / home textiles,2014-06,2014-08,2,last-month naive,8918205,8381446,0.060186887383728,0.06404133606539969,pre-Nov 2023
category,63,Made-ups / home textiles,2014-06,2014-09,3,seasonal-naive + trend,9349523,9861268.710419854,0.054734953902980304,-0.05189451027524693,pre-Nov 2023
category,63,Made-ups / home textiles,2014-06,2014-09,3,seasonal-naive,9349523,9090061,0.027751362288749918,0.02854348282151242,pre-Nov 2023
category,63,Made-ups / home textiles,2014-06,2014-09,3,last-month naive,9349523,8381446,0.10354292940933991,0.11550238467204824,pre-Nov 2023
category,63,Made-ups / home textiles,2014-07,2014-08,1,seasonal-naive + trend,8918205,9783415.15528019,0.09701617705358753,-0.08843641423242972,pre-Nov 2023
category,63,Made-ups / home textiles,2014-07,2014-08,1,seasonal-naive,8918205,9035142,0.013112167751245907,-0.01294246399226487,pre-Nov 2023
category,63,Made-ups / home textiles,2014-07,2014-08,1,last-month naive,8918205,8393019,0.058889204722250725,0.06257414644241839,pre-Nov 2023
category,63,Made-ups / home textiles,2014-07,2014-09,2,seasonal-naive + trend,9349523,9842882.441672903,0.05276840772228728,-0.050123471919578354,pre-Nov 2023
category,63,Made-ups / home textiles,2014-07,2014-09,2,seasonal-naive,9349523,9090061,0.027751362288749918,0.02854348282151242,pre-Nov 2023
category,63,Made-ups / home textiles,2014-07,2014-09,2,last-month naive,9349523,8393019,0.10230511225011159,0.11396423623013364,pre-Nov 2023
category,63,Made-ups / home textiles,2014-07,2014-10,3,seasonal-naive + trend,10171917,9929879.2950506,0.02379469916529986,0.024374687522137305,pre-Nov 2023
category,63,Made-ups / home textiles,2014-07,2014-10,3,seasonal-naive,10171917,9170404,0.09845862879140677,0.10921143714061016,pre-Nov 2023
category,63,Made-ups / home textiles,2014-07,2014-10,3,last-month naive,10171917,8393019,0.17488325946820055,0.21194971678248314,pre-Nov 2023
category,63,Made-ups / home textiles,2014-08,2014-09,1,seasonal-naive + trend,9349523,9854236.19386754,0.0539827747220409,-0.051217890858109495,pre-Nov 2023
category,63,Made-ups / home textiles,2014-08,2014-09,1,seasonal-naive,9349523,9090061,0.027751362288749918,0.02854348282151242,pre-Nov 2023
category,63,Made-ups / home textiles,2014-08,2014-09,1,last-month naive,9349523,8918205,0.04613262088343972,0.04836376826951164,pre-Nov 2023
category,63,Made-ups / home textiles,2014-08,2014-10,2,seasonal-naive + trend,10171917,9941333.398003343,0.02266864761053954,0.023194434062835858,pre-Nov 2023
category,63,Made-ups / home textiles,2014-08,2014-10,2,seasonal-naive,10171917,9170404,0.09845862879140677,0.10921143714061016,pre-Nov 2023
category,63,Made-ups / home textiles,2014-08,2014-10,2,last-month naive,10171917,8918205,0.12325228371407278,0.1405789617978057,pre-Nov 2023
category,63,Made-ups / home textiles,2014-08,2014-11,3,seasonal-naive + trend,7472398,9413643.133014724,0.259788776376034,-0.20621613817147527,pre-Nov 2023
category,63,Made-ups / home textiles,2014-08,2014-11,3,seasonal-naive,7472398,8683635,0.16209481882522853,-0.13948501981025227,pre-Nov 2023
category,63,Made-ups / home textiles,2014-08,2014-11,3,last-month naive,7472398,8918205,0.19348634802375356,-0.16211861019117638,pre-Nov 2023
category,63,Made-ups / home textiles,2014-09,2014-10,1,seasonal-naive + trend,10171917,9759213.080864843,0.04057287521468736,0.04228864722139912,pre-Nov 2023
category,63,Made-ups / home textiles,2014-09,2014-10,1,seasonal-naive,10171917,9170404,0.09845862879140677,0.10921143714061016,pre-Nov 2023
category,63,Made-ups / home textiles,2014-09,2014-10,1,last-month naive,10171917,9349523,0.08084946033279666,0.08796106496556028,pre-Nov 2023
category,63,Made-ups / home textiles,2014-09,2014-11,2,seasonal-naive + trend,7472398,9241189.840868056,0.23671006828973187,-0.19140304131030678,pre-Nov 2023
category,63,Made-ups / home textiles,2014-09,2014-11,2,seasonal-naive,7472398,8683635,0.16209481882522853,-0.13948501981025227,pre-Nov 2023
category,63,Made-ups / home textiles,2014-09,2014-11,2,last-month naive,7472398,9349523,0.2512078451924001,-0.2007722746925164,pre-Nov 2023
category,63,Made-ups / home textiles,2014-09,2014-12,3,seasonal-naive + trend,6880903,6227105.063265001,0.09501629898503126,0.10499227652218199,pre-Nov 2023
category,63,Made-ups / home textiles,2014-09,2014-12,3,seasonal-naive,6880903,5851401,0.14961728133647575,0.17594111222252584,pre-Nov 2023
category,63,Made-ups / home textiles,2014-09,2014-12,3,last-month naive,6880903,9349523,0.35876395874204303,-0.26403699953462867,pre-Nov 2023
category,63,Made-ups / home textiles,2014-10,2014-11,1,seasonal-naive + trend,7472398,9319239.941136071,0.24715518915561932,-0.19817516801814744,pre-Nov 2023
category,63,Made-ups / home textiles,2014-10,2014-11,1,seasonal-naive,7472398,8683635,0.16209481882522853,-0.13948501981025227,pre-Nov 2023
category,63,Made-ups / home textiles,2014-10,2014-11,1,last-month naive,7472398,10171917,0.36126541974878745,-0.2653894049666351,pre-Nov 2023
category,63,Made-ups / home textiles,2014-10,2014-12,2,seasonal-naive + trend,6880903,6279698.526113033,0.08737290351091517,0.09573779240945446,pre-Nov 2023
category,63,Made-ups / home textiles,2014-10,2014-12,2,seasonal-naive,6880903,5851401,0.14961728133647575,0.17594111222252584,pre-Nov 2023
category,63,Made-ups / home textiles,2014-10,2014-12,2,last-month naive,6880903,10171917,0.47828228358981373,-0.3235392109471597,pre-Nov 2023
category,63,Made-ups / home textiles,2014-10,2015-01,3,seasonal-naive + trend,8600100,9311975.479287831,0.08277525601886386,-0.07644731033401245,pre-Nov 2023
category,63,Made-ups / home textiles,2014-10,2015-01,3,seasonal-naive,8600100,8676866,0.008926175277031663,-0.00884720358710161,pre-Nov 2023
category,63,Made-ups / home textiles,2014-10,2015-01,3,last-month naive,8600100,10171917,0.18276729340356507,-0.15452514997910424,pre-Nov 2023
category,63,Made-ups / home textiles,2014-11,2014-12,1,seasonal-naive + trend,6880903,6106465.7317787735,0.11254878439955142,0.12682250293995148,pre-Nov 2023
category,63,Made-ups / home textiles,2014-11,2014-12,1,seasonal-naive,6880903,5851401,0.14961728133647575,0.17594111222252584,pre-Nov 2023
category,63,Made-ups / home textiles,2014-11,2014-12,1,last-month naive,6880903,7472398,0.08596182797519454,-0.0791573200463894,pre-Nov 2023
category,63,Made-ups / home textiles,2014-11,2015-01,2,seasonal-naive + trend,8600100,9055093.795184497,0.05290564007214995,-0.05024727578486959,pre-Nov 2023
category,63,Made-ups / home textiles,2014-11,2015-01,2,seasonal-naive,8600100,8676866,0.008926175277031663,-0.00884720358710161,pre-Nov 2023
category,63,Made-ups / home textiles,2014-11,2015-01,2,last-month naive,8600100,7472398,0.13112661480680457,0.15091567660073782,pre-Nov 2023
category,63,Made-ups / home textiles,2014-11,2015-02,3,seasonal-naive + trend,8033855,7089557.080393592,0.11753982609922735,0.1331956155932358,pre-Nov 2023
category,63,Made-ups / home textiles,2014-11,2015-02,3,seasonal-naive,8033855,6793429,0.15439984913842733,0.18259203121133671,pre-Nov 2023
category,63,Made-ups / home textiles,2014-11,2015-02,3,last-month naive,8033855,7472398,0.06988637459849599,0.07513745921991842,pre-Nov 2023
category,63,Made-ups / home textiles,2014-12,2015-01,1,seasonal-naive + trend,8600100,9153161.86416915,0.0643087713130255,-0.06042303986059281,pre-Nov 2023
category,63,Made-ups / home textiles,2014-12,2015-01,1,seasonal-naive,8600100,8676866,0.008926175277031663,-0.00884720358710161,pre-Nov 2023
category,63,Made-ups / home textiles,2014-12,2015-01,1,last-month naive,8600100,6880903,0.19990430343833213,0.24985049200664505,pre-Nov 2023
category,63,Made-ups / home textiles,2014-12,2015-02,2,seasonal-naive + trend,8033855,7166338.0821763035,0.10798264566932021,0.12105442247852272,pre-Nov 2023
category,63,Made-ups / home textiles,2014-12,2015-02,2,seasonal-naive,8033855,6793429,0.15439984913842733,0.18259203121133671,pre-Nov 2023
category,63,Made-ups / home textiles,2014-12,2015-02,2,last-month naive,8033855,6880903,0.14351167652391036,0.1675582405390688,pre-Nov 2023
category,63,Made-ups / home textiles,2014-12,2015-03,3,seasonal-naive + trend,9782610,9615066.638577547,0.017126652439630432,0.017425085828343196,pre-Nov 2023
category,63,Made-ups / home textiles,2014-12,2015-03,3,seasonal-naive,9782610,9114735,0.068271657563779,0.07327420928858601,pre-Nov 2023
category,63,Made-ups / home textiles,2014-12,2015-03,3,last-month naive,9782610,6880903,0.29661889822859133,0.4217043896709487,pre-Nov 2023
category,63,Made-ups / home textiles,2015-01,2015-02,1,seasonal-naive + trend,8033855,7072801.038711729,0.1196255049771586,0.13588024829598785,pre-Nov 2023
category,63,Made-ups / home textiles,2015-01,2015-02,1,seasonal-naive,8033855,6793429,0.15439984913842733,0.18259203121133671,pre-Nov 2023
category,63,Made-ups / home textiles,2015-01,2015-02,1,last-month naive,8033855,8600100,0.07048235249453719,-0.06584167625957837,pre-Nov 2023
category,63,Made-ups / home textiles,2015-01,2015-03,2,seasonal-naive + trend,9782610,9489568.107001951,0.0299553895124153,0.030880424661458072,pre-Nov 2023
category,63,Made-ups / home textiles,2015-01,2015-03,2,seasonal-naive,9782610,9114735,0.068271657563779,0.07327420928858601,pre-Nov 2023
category,63,Made-ups / home textiles,2015-01,2015-03,2,last-month naive,9782610,8600100,0.12087878388282881,0.1374995639585586,pre-Nov 2023
category,63,Made-ups / home textiles,2015-01,2015-04,3,seasonal-naive + trend,9626204,9137665.118174411,0.05075093794247334,0.05346430138415846,pre-Nov 2023
category,63,Made-ups / home textiles,2015-01,2015-04,3,seasonal-naive,9626204,8776732,0.0882457924224336,0.09678682224773412,pre-Nov 2023
category,63,Made-ups / home textiles,2015-01,2015-04,3,last-month naive,9626204,8600100,0.1065948737425469,0.11931303124382274,pre-Nov 2023
category,63,Made-ups / home textiles,2015-02,2015-03,1,seasonal-naive + trend,9782610,9704735.006697593,0.007960553809505515,0.00802443273810798,pre-Nov 2023
category,63,Made-ups / home textiles,2015-02,2015-03,1,seasonal-naive,9782610,9114735,0.068271657563779,0.07327420928858601,pre-Nov 2023
category,63,Made-ups / home textiles,2015-02,2015-03,1,last-month naive,9782610,8033855,0.17876159838734243,0.2176732091878681,pre-Nov 2023
category,63,Made-ups / home textiles,2015-02,2015-04,2,seasonal-naive + trend,9626204,9344852.953465238,0.02922762145231514,0.030107594837052176,pre-Nov 2023
category,63,Made-ups / home textiles,2015-02,2015-04,2,seasonal-naive,9626204,8776732,0.0882457924224336,0.09678682224773412,pre-Nov 2023
category,63,Made-ups / home textiles,2015-02,2015-04,2,last-month naive,9626204,8033855,0.16541816483423788,0.19820484686367876,pre-Nov 2023
category,63,Made-ups / home textiles,2015-02,2015-05,3,seasonal-naive + trend,7736486,8464162.307378994,0.09405772948842592,-0.08597145009194962,pre-Nov 2023
category,63,Made-ups / home textiles,2015-02,2015-05,3,seasonal-naive,7736486,7949583,0.027544417452574722,-0.02680606014177096,pre-Nov 2023
category,63,Made-ups / home textiles,2015-02,2015-05,3,last-month naive,7736486,8033855,0.03843721813753686,-0.03701448432912966,pre-Nov 2023
category,63,Made-ups / home textiles,2015-03,2015-04,1,seasonal-naive + trend,9626204,9281183.706975041,0.03584178072945047,0.03717416914888429,pre-Nov 2023
category,63,Made-ups / home textiles,2015-03,2015-04,1,seasonal-naive,9626204,8776732,0.0882457924224336,0.09678682224773412,pre-Nov 2023
category,63,Made-ups / home textiles,2015-03,2015-04,1,last-month naive,9626204,9782610,0.016247941556193905,-0.015988166757133323,pre-Nov 2023
category,63,Made-ups / home textiles,2015-03,2015-05,2,seasonal-naive + trend,7736486,8406493.466685068,0.0866035906592564,-0.07970118210884328,pre-Nov 2023
category,63,Made-ups / home textiles,2015-03,2015-05,2,seasonal-naive,7736486,7949583,0.027544417452574722,-0.02680606014177096,pre-Nov 2023
category,63,Made-ups / home textiles,2015-03,2015-05,2,last-month naive,7736486,9782610,0.26447717994965675,-0.20915931433431365,pre-Nov 2023
category,63,Made-ups / home textiles,2015-03,2015-06,3,seasonal-naive + trend,8370557,8863178.237194793,0.058851667481004344,-0.05558065335158018,pre-Nov 2023
category,63,Made-ups / home textiles,2015-03,2015-06,3,seasonal-naive,8370557,8381446,0.001300869225309618,-0.001299179163118154,pre-Nov 2023
category,63,Made-ups / home textiles,2015-03,2015-06,3,last-month naive,8370557,9782610,0.16869283609203067,-0.1443431763097987,pre-Nov 2023
category,63,Made-ups / home textiles,2015-04,2015-05,1,seasonal-naive + trend,7736486,8424379.008774111,0.08891543379954556,-0.08165504045552327,pre-Nov 2023
category,63,Made-ups / home textiles,2015-04,2015-05,1,seasonal-naive,7736486,7949583,0.027544417452574722,-0.02680606014177096,pre-Nov 2023
category,63,Made-ups / home textiles,2015-04,2015-05,1,last-month naive,7736486,9626204,0.24426050793603193,-0.19630978109335726,pre-Nov 2023
category,63,Made-ups / home textiles,2015-04,2015-06,2,seasonal-naive + trend,8370557,8882035.41564051,0.06110446600393625,-0.057585721257071384,pre-Nov 2023
category,63,Made-ups / home textiles,2015-04,2015-06,2,seasonal-naive,8370557,8381446,0.001300869225309618,-0.001299179163118154,pre-Nov 2023
category,63,Made-ups / home textiles,2015-04,2015-06,2,last-month naive,8370557,9626204,0.1500075801407242,-0.1304405142463218,pre-Nov 2023
category,63,Made-ups / home textiles,2015-04,2015-07,3,seasonal-naive + trend,9627491,8894299.623495003,0.07615601785605375,0.08243385174119985,pre-Nov 2023
category,63,Made-ups / home textiles,2015-04,2015-07,3,seasonal-naive,9627491,8393019,0.12822364622309176,0.14708318901696754,pre-Nov 2023
category,63,Made-ups / home textiles,2015-04,2015-07,3,last-month naive,9627491,9626204,0.00013367968871640597,0.00013369756136479135,pre-Nov 2023
category,63,Made-ups / home textiles,2015-05,2015-06,1,seasonal-naive + trend,8370557,8773335.98407513,0.0481185402686023,-0.045909444800271274,pre-Nov 2023
category,63,Made-ups / home textiles,2015-05,2015-06,1,seasonal-naive,8370557,8381446,0.001300869225309618,-0.001299179163118154,pre-Nov 2023
category,63,Made-ups / home textiles,2015-05,2015-06,1,last-month naive,8370557,7736486,0.07575015617240287,0.08195852742446635,pre-Nov 2023
category,63,Made-ups / home textiles,2015-05,2015-07,2,seasonal-naive + trend,9627491,8785450.101059683,0.08746213306668553,0.09584493557578252,pre-Nov 2023
category,63,Made-ups / home textiles,2015-05,2015-07,2,seasonal-naive,9627491,8393019,0.12822364622309176,0.14708318901696754,pre-Nov 2023
category,63,Made-ups / home textiles,2015-05,2015-07,2,last-month naive,9627491,7736486,0.19641721815164512,0.2444268625316455,pre-Nov 2023
category,63,Made-ups / home textiles,2015-05,2015-08,3,seasonal-naive + trend,8952311,9335192.142245952,0.04276897241907168,-0.041014811094593574,pre-Nov 2023
category,63,Made-ups / home textiles,2015-05,2015-08,3,seasonal-naive,8952311,8918205,0.003809742534637146,0.0038243121794127853,pre-Nov 2023
category,63,Made-ups / home textiles,2015-05,2015-08,3,last-month naive,8952311,7736486,0.13581130056808796,0.15715468237129882,pre-Nov 2023
category,63,Made-ups / home textiles,2015-06,2015-07,1,seasonal-naive + trend,9627491,8679726.140060624,0.09844359864261373,0.10919294510515008,pre-Nov 2023
category,63,Made-ups / home textiles,2015-06,2015-07,1,seasonal-naive,9627491,8393019,0.12822364622309176,0.14708318901696754,pre-Nov 2023
category,63,Made-ups / home textiles,2015-06,2015-07,1,last-month naive,9627491,8370557,0.13055675668769776,0.15016133334974005,pre-Nov 2023
category,63,Made-ups / home textiles,2015-06,2015-08,2,seasonal-naive + trend,8952311,9222852.594628863,0.03022030787679997,-0.029333830488239513,pre-Nov 2023
category,63,Made-ups / home textiles,2015-06,2015-08,2,seasonal-naive,8952311,8918205,0.003809742534637146,0.0038243121794127853,pre-Nov 2023
category,63,Made-ups / home textiles,2015-06,2015-08,2,last-month naive,8952311,8370557,0.06498366734578367,0.06950003446604569,pre-Nov 2023
category,63,Made-ups / home textiles,2015-06,2015-09,3,seasonal-naive + trend,9014468,9668904.500299359,0.07259846064120021,-0.06768465861660923,pre-Nov 2023
category,63,Made-ups / home textiles,2015-06,2015-09,3,seasonal-naive,9014468,9349523,0.03716858277160671,-0.035836587599174845,pre-Nov 2023
category,63,Made-ups / home textiles,2015-06,2015-09,3,last-month naive,9014468,8370557,0.07143083762680172,0.0769257051830601,pre-Nov 2023
category,63,Made-ups / home textiles,2015-07,2015-08,1,seasonal-naive + trend,8952311,9381990.571060935,0.04799649733582033,-0.045798337549634305,pre-Nov 2023
category,63,Made-ups / home textiles,2015-07,2015-08,1,seasonal-naive,8952311,8918205,0.003809742534637146,0.0038243121794127853,pre-Nov 2023
category,63,Made-ups / home textiles,2015-07,2015-08,1,last-month naive,8952311,9627491,0.07541963186935753,-0.07013042131122221,pre-Nov 2023
category,63,Made-ups / home textiles,2015-07,2015-09,2,seasonal-naive + trend,9014468,9835738.98894647,0.09110587435070705,-0.08349865626461056,pre-Nov 2023
category,63,Made-ups / home textiles,2015-07,2015-09,2,seasonal-naive,9014468,9349523,0.03716858277160671,-0.035836587599174845,pre-Nov 2023
category,63,Made-ups / home textiles,2015-07,2015-09,2,last-month naive,9014468,9627491,0.06800434590260901,-0.06367422207925201,pre-Nov 2023
category,63,Made-ups / home textiles,2015-07,2015-10,3,seasonal-naive + trend,12213664,10700901.065137485,0.12385824064445485,0.1413678087157494,pre-Nov 2023
category,63,Made-ups / home textiles,2015-07,2015-10,3,seasonal-naive,12213664,10171917,0.16716908210345396,0.20072391467606351,pre-Nov 2023
category,63,Made-ups / home textiles,2015-07,2015-10,3,last-month naive,12213664,9627491,0.21174423989394173,0.2686237774722407,pre-Nov 2023
category,63,Made-ups / home textiles,2015-08,2015-09,1,seasonal-naive + trend,9014468,9848802.435567548,0.09255503880734266,-0.08471430318821996,pre-Nov 2023
category,63,Made-ups / home textiles,2015-08,2015-09,1,seasonal-naive,9014468,9349523,0.03716858277160671,-0.035836587599174845,pre-Nov 2023
category,63,Made-ups / home textiles,2015-08,2015-09,1,last-month naive,9014468,8952311,0.006895248837757259,0.00694312340132062,pre-Nov 2023
category,63,Made-ups / home textiles,2015-08,2015-10,2,seasonal-naive + trend,12213664,10715113.586435474,0.12269458317868623,0.13985389902553877,pre-Nov 2023
category,63,Made-ups / home textiles,2015-08,2015-10,2,seasonal-naive,12213664,10171917,0.16716908210345396,0.20072391467606351,pre-Nov 2023
category,63,Made-ups / home textiles,2015-08,2015-10,2,last-month naive,12213664,8952311,0.2670249484511773,0.36430291574991086,pre-Nov 2023
category,63,Made-ups / home textiles,2015-08,2015-11,3,seasonal-naive + trend,8036548,7871435.9675814565,0.020545143563946048,0.020976100561391608,pre-Nov 2023
category,63,Made-ups / home textiles,2015-08,2015-11,3,seasonal-naive,8036548,7472398,0.07019805020762646,0.07549785222896317,pre-Nov 2023
category,63,Made-ups / home textiles,2015-08,2015-11,3,last-month naive,8036548,8952311,0.1139497953598983,-0.1022934748357156,pre-Nov 2023
category,63,Made-ups / home textiles,2015-09,2015-10,1,seasonal-naive + trend,12213664,10660541.192037694,0.12716272594057818,0.14568892704268388,pre-Nov 2023
category,63,Made-ups / home textiles,2015-09,2015-10,1,seasonal-naive,12213664,10171917,0.16716908210345396,0.20072391467606351,pre-Nov 2023
category,63,Made-ups / home textiles,2015-09,2015-10,1,last-month naive,12213664,9014468,0.26193581221818446,0.3548957076557374,pre-Nov 2023
category,63,Made-ups / home textiles,2015-09,2015-11,2,seasonal-naive + trend,8036548,7831346.508460507,0.025533536481023095,0.02620258103990241,pre-Nov 2023
category,63,Made-ups / home textiles,2015-09,2015-11,2,seasonal-naive,8036548,7472398,0.07019805020762646,0.07549785222896317,pre-Nov 2023
category,63,Made-ups / home textiles,2015-09,2015-11,2,last-month naive,8036548,9014468,0.12168408625195792,-0.10848338471000174,pre-Nov 2023
category,63,Made-ups / home textiles,2015-09,2015-12,3,seasonal-naive + trend,7642455,7211438.1064961245,0.056397701197308386,0.059768507631731846,pre-Nov 2023
category,63,Made-ups / home textiles,2015-09,2015-12,3,seasonal-naive,7642455,6880903,0.09964756089502654,0.11067617142691882,pre-Nov 2023
category,63,Made-ups / home textiles,2015-09,2015-12,3,last-month naive,7642455,9014468,0.17952516566993199,-0.15220121697697522,pre-Nov 2023
category,63,Made-ups / home textiles,2015-10,2015-11,1,seasonal-naive + trend,8036548,7888331.3129697535,0.018442829810790214,0.01878935875659192,pre-Nov 2023
category,63,Made-ups / home textiles,2015-10,2015-11,1,seasonal-naive,8036548,7472398,0.07019805020762646,0.07549785222896317,pre-Nov 2023
category,63,Made-ups / home textiles,2015-10,2015-11,1,last-month naive,8036548,12213664,0.5197649538085257,-0.34200351344199414,pre-Nov 2023
