Date,YearMonth,HS2,Category,ValueEUR,Qty100kg,WeightKg,WeightTonnes,UnitValueEurPerKg,ValueMissing,QtyMissing
2019-07-01,2019-07,62,Woven apparel,33553313,11020.67,1102067,1102.067,30.44580138957069,false,false
2019-07-01,2019-07,63,Made-ups / home textiles,12152727,27577.21,2757721,2757.721,4.406800760483022,false,false
2019-07-01,2019-07,64,Footwear,15485449,7655.31,765531,765.5310000000001,20.22837612062738,false,false
2019-08-01,2019-08,52,Cotton yarn & woven cotton,550255,763.07,76307,76.307,7.211068447193574,false,false
2019-08-01,2019-08,61,Knitted apparel,26663933,14856.84,1485684,1485.6840000000002,17.947243828431887,false,false
2019-08-01,2019-08,62,Woven apparel,22496804,8487.27,848727,848.7270000000001,26.50652565548168,false,false
2019-08-01,2019-08,63,Made-ups / home textiles,10455112,25429.62,2542962,2542.962,4.111391361726994,false,false
2019-08-01,2019-08,64,Footwear,15344547,8387.22,838721.9999999999,838.722,18.29515262506528,false,false
2019-09-01,2019-09,52,Cotton yarn & woven cotton,633880,1344.25,134425,134.425,4.715491909986982,false,false
2019-09-01,2019-09,61,Knitted apparel,20672713,11563.15,1156315,1156.315,17.87809809610703,false,false
2019-09-01,2019-09,62,Woven apparel,14792310,6034.4,603440,603.4399999999999,24.5133070396394,false,false
2019-09-01,2019-09,63,Made-ups / home textiles,10485906,26457.63,2645763,2645.7630000000004,3.9632824255233747,false,false
2019-09-01,2019-09,64,Footwear,11064559,5727.55,572755,572.755,19.31813602674791,false,false
2019-10-01,2019-10,52,Cotton yarn & woven cotton,568979,839.48,83948,83.94800000000001,6.7777552770762854,false,false
2019-10-01,2019-10,61,Knitted apparel,17111402,9552.07,955207,955.207,17.913815539458987,false,false
2019-10-01,2019-10,62,Woven apparel,13033846,4763.43,476343,476.3430000000001,27.36231245132184,false,false
2019-10-01,2019-10,63,Made-ups / home textiles,10760034,27677.5,2767750,2767.75,3.8876466443862343,false,false
2019-10-01,2019-10,64,Footwear,8186021,5360.2,536020,536.02,15.271857393380843,false,false
2019-11-01,2019-11,52,Cotton yarn & woven cotton,864702,1127.23,112723,112.72300000000001,7.671034305332541,false,false
2019-11-01,2019-11,61,Knitted apparel,18642354,10485.1,1048510,1048.51,17.77985331565746,false,false
2019-11-01,2019-11,62,Woven apparel,14593570,5702.58,570258,570.258,25.591171013821814,false,false
2019-11-01,2019-11,63,Made-ups / home textiles,9418047,25211.62,2521162,2521.1620000000003,3.735597712483371,false,false
2019-11-01,2019-11,64,Footwear,7337567,3795.23,379523,379.523,19.33365566777244,false,false
2019-12-01,2019-12,52,Cotton yarn & woven cotton,537793,623.45,62345.00000000001,62.345000000000006,8.626080680086615,false,false
2019-12-01,2019-12,61,Knitted apparel,23880978,13764.32,1376432,1376.432,17.34991485231381,false,false
2019-12-01,2019-12,62,Woven apparel,19350796,6785.51,678551,678.551,28.517821062823575,false,false
2019-12-01,2019-12,63,Made-ups / home textiles,7318809,17169.35,1716934.9999999998,1716.935,4.262717575213972,false,false
2019-12-01,2019-12,64,Footwear,8527503,3965.83,396583,396.583,21.502442111739533,false,false
2020-01-01,2020-01,52,Cotton yarn & woven cotton,580132,1033.13,103313.00000000001,103.31300000000002,5.615285588454501,false,false
2020-01-01,2020-01,61,Knitted apparel,26235749,13279.35,1327935,1327.9350000000002,19.756802102512548,false,false
2020-01-01,2020-01,62,Woven apparel,30077347,9593.99,959399,959.399,31.35019632082168,false,false
2020-01-01,2020-01,63,Made-ups / home textiles,8874964,18936.2,1893620,1893.6200000000001,4.686771369123689,false,false
2020-01-01,2020-01,64,Footwear,13349830,6458.67,645867,645.8670000000001,20.669627028474903,false,false
2020-02-01,2020-02,52,Cotton yarn & woven cotton,624779,1006.61,100661,100.661,6.206763294622545,false,false
2020-02-01,2020-02,61,Knitted apparel,28233242,14437.64,1443764,1443.7640000000001,19.555302667194916,false,false
2020-02-01,2020-02,62,Woven apparel,36845943,12012.8,1201280,1201.28,30.672235448854554,false,false
2020-02-01,2020-02,63,Made-ups / home textiles,14202329,35472.42,3547242,3547.242,4.0037665882395395,false,false
2020-02-01,2020-02,64,Footwear,17490299,8354,835400,835.4000000000001,20.936436437634665,false,false
2020-03-01,2020-03,52,Cotton yarn & woven cotton,678094,1243.3,124330,124.33,5.453985361537843,false,false
2020-03-01,2020-03,61,Knitted apparel,17682829,8788.85,878885,878.8850000000001,20.119616332057095,false,false
2020-03-01,2020-03,62,Woven apparel,26577933,8881.21,888120.9999999999,888.121,29.92602697155005,false,false
2020-03-01,2020-03,63,Made-ups / home textiles,11740634,29416.81,2941681,2941.6810000000005,3.9911309214017425,false,false
2020-03-01,2020-03,64,Footwear,15687718,7413.5,741350,741.35,21.161014365684224,false,false
2020-04-01,2020-04,52,Cotton yarn & woven cotton,370131,732.49,73249,73.24900000000001,5.053051918797526,false,false
2020-04-01,2020-04,61,Knitted apparel,13533384,7943.63,794363,794.363,17.036775378510832,false,false
2020-04-01,2020-04,62,Woven apparel,16271811,6877.94,687794,687.794,23.657971718276112,false,false
2020-04-01,2020-04,63,Made-ups / home textiles,8718535,22840.73,2284073,2284.073,3.8170999788535656,false,false
2020-04-01,2020-04,64,Footwear,9416824,5527,552700,552.7,17.037857789035645,false,false
2020-05-01,2020-05,52,Cotton yarn & woven cotton,169403,310.75,31075,31.075000000000003,5.451423974255833,false,false
2020-05-01,2020-05,61,Knitted apparel,13149950,5569.18,556918,556.918,23.612003921582712,false,false
2020-05-01,2020-05,62,Woven apparel,12932543,4422.73,442272.99999999994,442.27299999999997,29.24108638781929,false,false
2020-05-01,2020-05,63,Made-ups / home textiles,3262029,7387.25,738725,738.725,4.415755524721649,false,false
2020-05-01,2020-05,64,Footwear,4424245,2298.39,229839,229.839,19.24932235173317,false,false
2020-06-01,2020-06,52,Cotton yarn & woven cotton,367287,1017.92,101792,101.792,3.6082108613643507,false,false
2020-06-01,2020-06,61,Knitted apparel,18334669,8982.6,898260,898.2600000000001,20.41131632266827,false,false
2020-06-01,2020-06,62,Woven apparel,17567955,5480.64,548064,548.0640000000001,32.05456844456122,false,false
2020-06-01,2020-06,63,Made-ups / home textiles,5588319,14127.18,1412718,1412.718,3.955721524040891,false,false
2020-06-01,2020-06,64,Footwear,7180349,3082.33,308233,308.233,23.29519876197552,false,false
2020-07-01,2020-07,52,Cotton yarn & woven cotton,818958,3495.11,349511,349.511,2.3431537204837616,false,false
2020-07-01,2020-07,61,Knitted apparel,24049930,13652.46,1365246,1365.246,17.615821617496042,false,false
2020-07-01,2020-07,62,Woven apparel,23148775,8238.15,823815,823.815,28.09948228667844,false,false
2020-07-01,2020-07,63,Made-ups / home textiles,8160399,21973.94,2197394,2197.394,3.7136712851677944,false,false
2020-07-01,2020-07,64,Footwear,9535634,4492.25,449225,449.225,21.226855139406755,false,false
2020-08-01,2020-08,52,Cotton yarn & woven cotton,709891,2481.94,248194,248.19400000000002,2.8602262746077667,false,false
2020-08-01,2020-08,61,Knitted apparel,24384501,13453.33,1345333,1345.333,18.12525300427478,false,false
2020-08-01,2020-08,62,Woven apparel,20643894,7702.06,770206,770.2060000000001,26.803081253586704,false,false
2020-08-01,2020-08,63,Made-ups / home textiles,9894926,24380.08,2438008,2438.0080000000003,4.058610964361068,false,false
2020-08-01,2020-08,64,Footwear,11129644,5546.43,554643,554.643,20.066320137457787,false,false
2020-09-01,2020-09,52,Cotton yarn & woven cotton,756342,2629.15,262915,262.915,2.876754844721678,false,false
2020-09-01,2020-09,61,Knitted apparel,20879302,11472.49,1147249,1147.249,18.199451034605392,false,false
2020-09-01,2020-09,62,Woven apparel,20312439,6625.39,662539,662.5390000000001,30.658480481903705,false,false
2020-09-01,2020-09,63,Made-ups / home textiles,9032028,22103.84,2210384,2210.384,4.0861805007636685,false,false
2020-09-01,2020-09,64,Footwear,15558898,7939.02,793902,793.902,19.598008318407057,false,false
2020-10-01,2020-10,52,Cotton yarn & woven cotton,582463,2423.62,242362,242.362,2.4032769163482723,false,false
2020-10-01,2020-10,61,Knitted apparel,17471720,9628.13,962812.9999999999,962.813,18.146535204655528,false,false
2020-10-01,2020-10,62,Woven apparel,14112768,5436.67,543667,543.667,25.95847825966998,false,false
2020-10-01,2020-10,63,Made-ups / home textiles,11752905,29470.76,2947076,2947.076,3.9879884332809876,false,false
2020-10-01,2020-10,64,Footwear,9973500,5949.54,594954,594.9540000000001,16.763480874151615,false,false
2020-11-01,2020-11,52,Cotton yarn & woven cotton,602459,1903.09,190309,190.309,3.165688433022085,false,false
2020-11-01,2020-11,61,Knitted apparel,14053892,8344.45,834445.0000000001,834.4450000000002,16.842202901329625,false,false
2020-11-01,2020-11,62,Woven apparel,9983037,4113.44,411343.99999999994,411.344,24.269314734139797,false,false
2020-11-01,2020-11,63,Made-ups / home textiles,9757710,26426.34,2642634,2642.634,3.692418246340583,false,false
2020-11-01,2020-11,64,Footwear,5654078,3467.23,346723,346.723,16.307190466164634,false,false
2020-12-01,2020-12,52,Cotton yarn & woven cotton,539227,1045.84,104583.99999999999,104.584,5.1559225120477326,false,false
2020-12-01,2020-12,61,Knitted apparel,16968763,10132.84,1013284,1013.2840000000001,16.74630508327379,false,false
2020-12-01,2020-12,62,Woven apparel,14972997,6405.62,640562,640.562,23.374781832203595,false,false
2020-12-01,2020-12,63,Made-ups / home textiles,10236878,26237.89,2623789,2623.789,3.9015629686685935,false,false
2020-12-01,2020-12,64,Footwear,6257184,3523.19,352319,352.319,17.75999591279494,false,false
2021-01-01,2021-01,52,Cotton yarn & woven cotton,713069,1487.15,148715,148.715,4.794869381030831,false,false
2021-01-01,2021-01,61,Knitted apparel,21911616,12391.76,1239176,1239.1760000000002,17.682408310038284,false,false
2021-01-01,2021-01,62,Woven apparel,23619740,8269.92,826992,826.9920000000001,28.561025983322693,false,false
2021-01-01,2021-01,63,Made-ups / home textiles,10687554,28309.78,2830978,2830.978,3.7752161973706615,false,false
2021-01-01,2021-01,64,Footwear,12532465,6622.23,662223,662.223,18.924841027871278,false,false
2021-02-01,2021-02,52,Cotton yarn & woven cotton,899134,1654.69,165469,165.46900000000002,5.433851658014492,false,false
2021-02-01,2021-02,61,Knitted apparel,28047148,15214.75,1521475,1521.4750000000001,18.43418261884027,false,false
2021-02-01,2021-02,62,Woven apparel,30554394,10451.83,1045183,1045.183,29.2335351799637,false,false
2021-02-01,2021-02,63,Made-ups / home textiles,11225412,26221.2,2622120,2622.1200000000003,4.2810443457965315,false,false
2021-02-01,2021-02,64,Footwear,13022291,6967.1,696710,696.71,18.69112112643711,false,false
2021-03-01,2021-03,52,Cotton yarn & woven cotton,626773,812.09,81209,81.209,7.718023864350011,false,false
2021-03-01,2021-03,61,Knitted apparel,28244842,15046.19,1504619,1504.6190000000001,18.77208914682056,false,false
2021-03-01,2021-03,62,Woven apparel,37813509,13788.68,1378868,1378.8680000000002,27.423588769918513,false,false
2021-03-01,2021-03,63,Made-ups / home textiles,14436141,38492.66,3849266.0000000005,3849.2660000000005,3.750362017070267,false,false
2021-03-01,2021-03,64,Footwear,18132668,8972.2,897220.0000000001,897.2200000000001,20.209834823120303,false,false
2021-04-01,2021-04,52,Cotton yarn & woven cotton,986799,1696.2,169620,169.62,5.817704280155642,false,false
2021-04-01,2021-04,61,Knitted apparel,20339380,10439.39,1043939,1043.939,19.483303143191318,false,false
2021-04-01,2021-04,62,Woven apparel,26215502,11100.83,1110083,1110.083,23.615803502981308,false,false
2021-04-01,2021-04,63,Made-ups / home textiles,15905831,42505.21,4250521,4250.521,3.7420897344113815,false,false
2021-04-01,2021-04,64,Footwear,10779480,5320.45,532045,532.045,20.260466689847664,false,false
2021-05-01,2021-05,52,Cotton yarn & woven cotton,752768,3457.61,345761,345.761,2.1771339162022323,false,false
2021-05-01,2021-05,61,Knitted apparel,19442903,10146.89,1014689,1014.689,19.16144059904069,false,false
2021-05-01,2021-05,62,Woven apparel,23911853,9424.32,942432,942.432,25.37249690163322,false,false
2021-05-01,2021-05,63,Made-ups / home textiles,13034629,31901.22,3190122,3190.1220000000003,4.085934331038123,false,false
2021-05-01,2021-05,64,Footwear,9843619,5410.76,541076,541.076,18.19267348764314,false,false
2021-06-01,2021-06,52,Cotton yarn & woven cotton,610306,1181.15,118115.00000000001,118.11500000000001,5.167049062354485,false,false
2021-06-01,2021-06,61,Knitted apparel,25309403,14551.78,1455178,1455.178,17.392650933425326,false,false
2021-06-01,2021-06,62,Woven apparel,25449811,9850.62,985062.0000000001,985.0620000000001,25.83574536425118,false,false
2021-06-01,2021-06,63,Made-ups / home textiles,13814712,33274.26,3327426,3327.4260000000004,4.1517713692205325,false,false
2021-06-01,2021-06,64,Footwear,7552904,3831.23,383123,383.12300000000005,19.714044836775656,false,false
2021-07-01,2021-07,52,Cotton yarn & woven cotton,1065275,2580.02,258002,258.002,4.128940860923559,false,false
2021-07-01,2021-07,61,Knitted apparel,25629940,13706.65,1370665,1370.665,18.698908923770578,false,false
2021-07-01,2021-07,62,Woven apparel,24121095,8171.32,817132,817.1320000000001,29.519214765790593,false,false
2021-07-01,2021-07,63,Made-ups / home textiles,12783364,30573.1,3057310,3057.31,4.1812456047963735,false,false
2021-07-01,2021-07,64,Footwear,10945750,6119.83,611983,611.9830000000001,17.885709243557418,false,false
2021-08-01,2021-08,52,Cotton yarn & woven cotton,541103,895.63,89563,89.563,6.0415908355012675,false,false
2021-08-01,2021-08,61,Knitted apparel,23473722,12505.86,1250586,1250.5860000000002,18.77017814048774,false,false
2021-08-01,2021-08,62,Woven apparel,20913557,7661.71,766171,766.171,27.29620019551771,false,false
2021-08-01,2021-08,63,Made-ups / home textiles,14140895,34998.46,3499846,3499.846,4.040433493359422,false,false
2021-08-01,2021-08,64,Footwear,11731115,5702.66,570266,570.266,20.57130356710728,false,false
2021-09-01,2021-09,52,Cotton yarn & woven cotton,577470,517.75,51775,51.775000000000006,11.153452438435538,false,false
2021-09-01,2021-09,61,Knitted apparel,24750908,14763.41,1476341,1476.3410000000001,16.765034636306925,false,false
2021-09-01,2021-09,62,Woven apparel,16160673,6810.02,681002,681.0020000000001,23.730727663061195,false,false
2021-09-01,2021-09,63,Made-ups / home textiles,15550637,33346.21,3334621,3334.621,4.663389632584932,false,false
2021-09-01,2021-09,64,Footwear,10883931,5613.03,561303,561.303,19.39047359447571,false,false
2021-10-01,2021-10,52,Cotton yarn & woven cotton,1003326,1715.84,171584,171.584,5.847433327116748,false,false
2021-10-01,2021-10,61,Knitted apparel,21246373,12763,1276300,1276.3000000000002,16.646848703282927,false,false
2021-10-01,2021-10,62,Woven apparel,13606935,5868.7,586870,586.87,23.185603285225007,false,false
2021-10-01,2021-10,63,Made-ups / home textiles,20302084,47827.14,4782714,4782.714,4.244887735290047,false,false
2021-10-01,2021-10,64,Footwear,10678532,5475.42,547542,547.542,19.502671941147895,false,false
2021-11-01,2021-11,52,Cotton yarn & woven cotton,793950,723.12,72312,72.312,10.979505476269498,false,false
2021-11-01,2021-11,61,Knitted apparel,18540323,10365.41,1036541,1036.541,17.886724210619743,false,false
2021-11-01,2021-11,62,Woven apparel,16552647,6796.69,679669,679.669,24.353982600353994,false,false
2021-11-01,2021-11,63,Made-ups / home textiles,17626692,35973.92,3597392,3597.392,4.899853004621126,false,false
2021-11-01,2021-11,64,Footwear,9661929,4865.15,486514.99999999994,486.515,19.8594678478567,false,false
2021-12-01,2021-12,52,Cotton yarn & woven cotton,1490042,2865.96,286596,286.596,5.199102569470614,false,false
2021-12-01,2021-12,61,Knitted apparel,26351435,13837.39,1383739,1383.739,19.043645514074548,false,false
2021-12-01,2021-12,62,Woven apparel,19550371,6966.52,696652,696.652,28.06332429965033,false,false
2021-12-01,2021-12,63,Made-ups / home textiles,12935627,24436.54,2443654,2443.654,5.293559153628133,false,false
2021-12-01,2021-12,64,Footwear,8018441,3789.1,378910,378.91,21.16186165580217,false,false
2022-01-01,2022-01,52,Cotton yarn & woven cotton,1111851,1888.11,188811,188.811,5.888698222031556,false,false
2022-01-01,2022-01,61,Knitted apparel,33354052,17049.1,1704909.9999999998,1704.9099999999999,19.563526520461494,false,false
2022-01-01,2022-01,62,Woven apparel,31838726,10087.14,1008714,1008.7139999999999,31.563680091681093,false,false
2022-01-01,2022-01,63,Made-ups / home textiles,16469490,34461.23,3446123.0000000005,3446.1230000000005,4.7791358578901555,false,false
2022-01-01,2022-01,64,Footwear,13584379,6215.01,621501,621.5010000000001,21.85737271540995,false,false
2022-02-01,2022-02,52,Cotton yarn & woven cotton,825819,1220.06,122006,122.006,6.768675311050276,false,false
2022-02-01,2022-02,61,Knitted apparel,25653379,12408.25,1240825,1240.825,20.674453690085226,false,false
2022-02-01,2022-02,62,Woven apparel,39598630,11665.93,1166593,1166.593,33.943826167309425,false,false
2022-02-01,2022-02,63,Made-ups / home textiles,13897325,25343.54,2534354,2534.3540000000003,5.4835768799465265,false,false
2022-02-01,2022-02,64,Footwear,13814864,6251.45,625145,625.145,22.098655511921233,false,false
2022-03-01,2022-03,52,Cotton yarn & woven cotton,919337,3011.41,301141,301.141,3.0528456769420305,false,false
2022-03-01,2022-03,61,Knitted apparel,31519521,14987.62,1498762,1498.7620000000002,21.03037106625335,false,false
2022-03-01,2022-03,62,Woven apparel,46310766,14250.24,1425024,1425.0240000000001,32.498235819186206,false,false
2022-03-01,2022-03,63,Made-ups / home textiles,16537248,33739.97,3373997,3373.9970000000003,4.9013819514362345,false,false
2022-03-01,2022-03,64,Footwear,18284858,7952.59,795259,795.259,22.992330800405906,false,false
2022-04-01,2022-04,52,Cotton yarn & woven cotton,1325483,3268.77,326877,326.877,4.054990103311031,false,false
2022-04-01,2022-04,61,Knitted apparel,29188664,13616.11,1361611,1361.611,21.436859719846563,false,false
2022-04-01,2022-04,62,Woven apparel,42482284,14603.7,1460370,1460.3700000000001,29.090082650287258,false,false
2022-04-01,2022-04,63,Made-ups / home textiles,14513852,29305.68,2930568,2930.568,4.952573016561977,false,false
2022-04-01,2022-04,64,Footwear,15560396,6831.48,683148,683.148,22.77748891894582,false,false
2022-05-01,2022-05,52,Cotton yarn & woven cotton,2225443,6292.49,629249,629.249,3.536665135741177,false,false
2022-05-01,2022-05,61,Knitted apparel,28008482,13619.29,1361929,1361.929,20.565302596537705,false,false
2022-05-01,2022-05,62,Woven apparel,43646821,15620.53,1562053,1562.053,27.941959075652363,false,false
2022-05-01,2022-05,63,Made-ups / home textiles,15961584,32853.71,3285371,3285.371,4.8583809865004595,false,false
2022-05-01,2022-05,64,Footwear,15499239,7123.62,712362,712.3620000000001,21.757531985142386,false,false
2022-06-01,2022-06,52,Cotton yarn & woven cotton,886640,1166.48,116648,116.64800000000001,7.6009875865852825,false,false
2022-06-01,2022-06,61,Knitted apparel,38344169,18813.73,1881373,1881.373,20.38094997642679,false,false
2022-06-01,2022-06,62,Woven apparel,36154206,11448.14,1144814,1144.814,31.580855929434826,false,false
2022-06-01,2022-06,63,Made-ups / home textiles,18807951,38033.37,3803337.0000000005,3803.3370000000004,4.9451181948904335,false,false
2022-06-01,2022-06,64,Footwear,11213883,4996.48,499647.99999999994,499.64799999999997,22.443566270654543,false,false
2022-07-01,2022-07,52,Cotton yarn & woven cotton,1124323,1764.23,176423,176.423,6.372882220572148,false,false
2022-07-01,2022-07,61,Knitted apparel,32510049,15671.82,1567182,1567.182,20.744271565140487,false,false
2022-07-01,2022-07,62,Woven apparel,30068655,9132.29,913229.0000000001,913.2290000000002,32.92564625083084,false,false
2022-07-01,2022-07,63,Made-ups / home textiles,12953261,24457.02,2445702,2445.702,5.296336593746908,false,false
2022-07-01,2022-07,64,Footwear,11443021,4991.11,499110.99999999994,499.111,22.92680586082054,false,false
2022-08-01,2022-08,52,Cotton yarn & woven cotton,764091,727.19,72719,72.71900000000001,10.507446472036195,false,false
2022-08-01,2022-08,61,Knitted apparel,31999541,15384.32,1538432,1538.432,20.80010101193943,false,false
2022-08-01,2022-08,62,Woven apparel,28236122,8927.37,892737.0000000001,892.7370000000001,31.628712599567393,false,false
2022-08-01,2022-08,63,Made-ups / home textiles,19284362,36077.4,3607740,3607.7400000000002,5.345274881227583,false,false
2022-08-01,2022-08,64,Footwear,17202466,7833.08,783308,783.308,21.961305131570214,false,false
2022-09-01,2022-09,52,Cotton yarn & woven cotton,738102,1819.61,181961,181.961,4.056374717659279,false,false
2022-09-01,2022-09,61,Knitted apparel,21628639,9388.14,938814,938.814,23.038257844471854,false,false
2022-09-01,2022-09,62,Woven apparel,23789224,9172.48,917248,917.248,25.935432947250906,false,false
2022-09-01,2022-09,63,Made-ups / home textiles,17219291,29028.36,2902836,2902.8360000000002,5.931885576725657,false,false
2022-09-01,2022-09,64,Footwear,16454595,7095.12,709512,709.5120000000001,23.19142593782769,false,false
2022-10-01,2022-10,52,Cotton yarn & woven cotton,1121851,2030.86,203086,203.086,5.524019380951912,false,false
2022-10-01,2022-10,61,Knitted apparel,21748696,10163.43,1016343,1016.3430000000001,21.398972590946165,false,false
2022-10-01,2022-10,62,Woven apparel,20836270,7481.65,748165,748.165,27.849832590404525,false,false
2022-10-01,2022-10,63,Made-ups / home textiles,18207450,33238.96,3323896,3323.896,5.4777435876453415,false,false
2022-10-01,2022-10,64,Footwear,10840986,5017.25,501725,501.725,21.607426378992475,false,false
2022-11-01,2022-11,52,Cotton yarn & woven cotton,1039618,1768.77,176877,176.877,5.877632479067374,false,false
2022-11-01,2022-11,61,Knitted apparel,21905886,10218.01,1021801,1021.801,21.43850514924139,false,false
2022-11-01,2022-11,62,Woven apparel,20715558,6931.78,693178,693.178,29.884904021766413,false,false
2022-11-01,2022-11,63,Made-ups / home textiles,12810221,21565.13,2156513,2156.5130000000004,5.940247519954667,false,false
2022-11-01,2022-11,64,Footwear,9297480,3919.01,391901,391.90100000000007,23.7240527582221,false,false
2022-12-01,2022-12,52,Cotton yarn & woven cotton,1172009,2366.89,236689,236.689,4.951683432690155,false,false
2022-12-01,2022-12,61,Knitted apparel,30570663,14300.12,1430012,1430.0120000000002,21.377906618965437,false,false
2022-12-01,2022-12,62,Woven apparel,28812821,9332.66,933266,933.2660000000001,30.873106916999014,false,false
2022-12-01,2022-12,63,Made-ups / home textiles,11944516,22357.18,2235718,2235.7180000000003,5.342586140112483,false,false
2022-12-01,2022-12,64,Footwear,11859016,5243.29,524329,524.3290000000001,22.617509235613518,false,false
2023-01-01,2023-01,52,Cotton yarn & woven cotton,1174666,1389.7,138970,138.97,8.452658847233216,false,false
2023-01-01,2023-01,61,Knitted apparel,29750831,13561.22,1356122,1356.122,21.938167067564716,false,false
2023-01-01,2023-01,62,Woven apparel,40609601,12071.39,1207139,1207.139,33.6411970783812,false,false
2023-01-01,2023-01,63,Made-ups / home textiles,14180368,27430.38,2743038,2743.0380000000005,5.169584963824781,false,false
2023-01-01,2023-01,64,Footwear,14857363,6483.86,648386,648.386,22.91437970591592,false,false
2023-02-01,2023-02,52,Cotton yarn & woven cotton,766916,965.36,96536,96.536,7.944352365956742,false,false
2023-02-01,2023-02,61,Knitted apparel,29604104,13153.57,1315357,1315.357,22.50651648183725,false,false
2023-02-01,2023-02,62,Woven apparel,43693218,12402.4,1240240,1240.24,35.22964748758305,false,false
2023-02-01,2023-02,63,Made-ups / home textiles,12789441,24167.35,2416735,2416.735,5.292032845967804,false,false
2023-02-01,2023-02,64,Footwear,15865997,6632.69,663269,663.269,23.920908409710087,false,false
2023-03-01,2023-03,52,Cotton yarn & woven cotton,897599,923.15,92315,92.315,9.723219411796567,false,false
2023-03-01,2023-03,61,Knitted apparel,26060990,11787.4,1178740,1178.74,22.109192866959635,false,false
2023-03-01,2023-03,62,Woven apparel,43966828,13369.31,1336931,1336.931,32.88638531083504,false,false
2023-03-01,2023-03,63,Made-ups / home textiles,12650449,24142.16,2414216,2414.216,5.239982255108905,false,false
2023-03-01,2023-03,64,Footwear,16082905,6251.01,625101,625.1010000000001,25.728490275971403,false,false
2023-04-01,2023-04,52,Cotton yarn & woven cotton,1347318,1964.2,196420,196.42000000000002,6.859372772630079,false,false
2023-04-01,2023-04,61,Knitted apparel,22852674,10342.81,1034281,1034.281,22.09522750587123,false,false
2023-04-01,2023-04,62,Woven apparel,41909904,13970.83,1397083,1397.083,29.998149000453086,false,false
2023-04-01,2023-04,63,Made-ups / home textiles,12929505,29787.67,2978767,2978.767,4.340556008576703,false,false
2023-04-01,2023-04,64,Footwear,11986463,5576.47,557647,557.647,21.494714398176626,false,false
2023-05-01,2023-05,52,Cotton yarn & woven cotton,1374828,2452.35,245235,245.235,5.60616551471038,false,false
2023-05-01,2023-05,61,Knitted apparel,31088175,15975.54,1597554,1597.554,19.459858633886554,false,false
2023-05-01,2023-05,62,Woven apparel,36593505,13259.27,1325927,1325.9270000000001,27.59843113534908,false,false
2023-05-01,2023-05,63,Made-ups / home textiles,13790813,34432.51,3443251,3443.251,4.00517214690419,false,false
2023-05-01,2023-05,64,Footwear,8607477,4144.33,414433,414.433,20.769284781858588,false,false
2023-06-01,2023-06,52,Cotton yarn & woven cotton,913457,1298.81,129881,129.881,7.033030235369299,false,false
2023-06-01,2023-06,61,Knitted apparel,32549153,16525.6,1652559.9999999998,1652.56,19.69620044052864,false,false
2023-06-01,2023-06,62,Woven apparel,35487995,11513.63,1151363,1151.363,30.822594611777518,false,false
2023-06-01,2023-06,63,Made-ups / home textiles,14791156,32125.92,3212592,3212.592,4.604119041571416,false,false
2023-06-01,2023-06,64,Footwear,10801810,5512.74,551274,551.274,19.59426709766831,false,false
2023-07-01,2023-07,52,Cotton yarn & woven cotton,1352766,2690.75,269075,269.075,5.027468178017282,false,false
2023-07-01,2023-07,61,Knitted apparel,30423394,15544.23,1554423,1554.423,19.572146063201586,false,false
2023-07-01,2023-07,62,Woven apparel,34083743,10719.45,1071945,1071.9450000000002,31.796167713828602,false,false
2023-07-01,2023-07,63,Made-ups / home textiles,12233059,26290.25,2629025,2629.025,4.653078232424568,false,false
2023-07-01,2023-07,64,Footwear,12128968,5848.59,584859,584.859,20.738277089007777,false,false
2023-08-01,2023-08,52,Cotton yarn & woven cotton,1360487,3520.41,352041,352.041,3.86456975181868,false,false
2023-08-01,2023-08,61,Knitted apparel,29445544,16262.96,1626296,1626.296,18.10589462188925,false,false
2023-08-01,2023-08,62,Woven apparel,30727680,11248.68,1124868,1124.8680000000002,27.316698492623136,false,false
2023-08-01,2023-08,63,Made-ups / home textiles,12374566,30266.63,3026663,3026.6630000000005,4.088517948645092,false,false
2023-08-01,2023-08,64,Footwear,13853838,6688.12,668812,668.812,20.714099029323638,false,false
2023-09-01,2023-09,52,Cotton yarn & woven cotton,1042640,3738.63,373863,373.86300000000006,2.7888290630525083,false,false
2023-09-01,2023-09,61,Knitted apparel,20592349,11413.07,1141307,1141.307,18.04277814821078,false,false
2023-09-01,2023-09,62,Woven apparel,19780274,7331.5,733150,733.1500000000001,26.97984587055855,false,false
2023-09-01,2023-09,63,Made-ups / home textiles,13839413,28435.57,2843557,2843.5570000000002,4.866937079158252,false,false
2023-09-01,2023-09,64,Footwear,11460866,5845.92,584592,584.592,19.604897090620465,false,false
2023-10-01,2023-10,52,Cotton yarn & woven cotton,1498940,3347.64,334764,334.764,4.477602131650954,false,false
2023-10-01,2023-10,61,Knitted apparel,21765149,12378.16,1237816,1237.816,17.583509180685983,false,false
2023-10-01,2023-10,62,Woven apparel,20519527,7931.98,793198,793.198,25.869363008983886,false,false
2023-10-01,2023-10,63,Made-ups / home textiles,12726545,29794.52,2979452,2979.452,4.2714381705092075,false,false
2023-10-01,2023-10,64,Footwear,8926024,4176.56,417656.00000000006,417.65600000000006,21.371712605589284,false,false
2023-11-01,2023-11,52,Cotton yarn & woven cotton,989301,1752.43,175243,175.24300000000002,5.645309655735179,false,false
